UserTags,TimeStamps,Tweets,cleaned_tweet,sentiment
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Canada, South Korea agree to work together on clean-energy supply chains https://thecanadianpressnews.ca/politics/canada-south-korea-agree-to-work-together-on-clean-energy-supply-chains/article_f4bd0f55-ec38-518e-9811-93f1018a52a9.html… via 
@nojoudalmallees",canada south korea agree work together clean energy supply chain via,positive
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Defence minister says Canada wants to share advanced military technology with allies https://thecanadianpressnews.ca/politics/defence-minister-says-canada-wants-to-share-advanced-military-technology-with-allies/article_bc840d73-40d4-59b5-bfa8-f227921dc3e4.html… via 
@SarahRitchieTV",defence minister say canada want share advanced military technology ally via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Liberals table legislation to overhaul passenger rights charter, 
@ChrisAReynolds
 reports",liberal table legislation overhaul passenger right charter report,negative
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"'Slap in the face': Freeland's Disney Plus comment made her a villain, records show https://thecanadianpressnews.ca/politics/slap-in-the-face-freelands-disney-plus-comment-made-her-a-villain-records-show/article_b47d940d-9281-53b8-8819-b0d3236b89ab.html… By 
@SarahRitchieTV",slap face freeland disney plus comment made villain record show,negative
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Liberals pledge revamp of forced-labour bill, possible enforcement rules surprise MP https://thecanadianpressnews.ca/politics/liberals-pledge-revamp-of-forced-labour-bill-possible-enforcement-rules-surprise-mp/article_07ad1310-df3c-50ad-9406-5a4ed459aa01.html… via 
@withfilesfrom",liberal pledge revamp forced labour bill possible enforcement rule surprise mp via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Head of Canadian Museum of History looks to move past a tumultuous few years, 
@MickeyDjuric
 reports",head canadian museum history look move past tumultuous year report,positive
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"A look at what church, Indigenous and government leaders have to say about the Vatican's repudiation of the Doctrine of Discovery. Story with 
@KellyGerMalone
   

https://cp24.com/news/vatican-rejects-doctrine-of-discovery-a-move-indigenous-people-have-long-urged-1.6336120… #cdnpoli",look church indigenous government leader say vatican repudiation doctrine discovery story,negative
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Military under fire as thousands of troops face lost cost-of-living allowance, to be replaced by a new housing benefit that commanders say will better assist those who need the most help. https://thecanadianpressnews.ca/national/military-under-fire-as-thousands-of-troops-face-lost-cost-of-living-allowance/article_053cf6fe-982e-50ad-bcb5-bc2cef6740f0.html… via 
@leeberthiaume",military fire thousand troop face lost cost living allowance replaced new housing benefit commander say better assist need help via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-11-28T12:46:02.000Z,"Canadian MPs of all stripes condemn Punjab crackdown as some receive online threats, 
@withfilesfrom
 reports",canadian mp stripe condemn punjab crackdown receive online threat report,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"My statement stands, Supreme Court justice says of alleged 'unwanted touching' https://thecanadianpressnews.ca/politics/my-statement-stands-supreme-court-justice-says-of-alleged-unwanted-touching/article_7bd19dd5-2d01-56cb-9c4d-8f3ca8364269.html… via 
@CdnPressStyle",statement stand supreme court justice say alleged unwanted touching via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Ransomware attack hits engineering company working on military bases, power plants https://thecanadianpressnews.ca/politics/ransomware-attack-hits-engineering-company-working-on-military-bases-power-plants/article_2755a1a3-ceab-51ad-a879-c4fc5435a1ee.html… via 
@leeberthiaume",ransomware attack hit engineering company working military base power plant via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Joni Mitchell honoured with Gershwin Prize at star-studded gala https://cbc.ca/news/entertainment/gershwin-prize-joni-mitchell-1.6765146… Story by CP Washington correspondent James McCarten (
@CdnPressStyle
)",joni mitchell honoured gershwin prize star studded gala story cp washington correspondent james mccarten,positive
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"China, Russia targeting Canada's artificial intelligence know-how, CSIS warns https://bit.ly/3lYdTma via 
@JimBronskill",china russia targeting canada artificial intelligence know csis warns via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,Liberals appoint former broadcaster Tom Clark as Canada's envoy in New York City,liberal appoint former broadcaster tom clark canada envoy new york city,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Defence Minister Anita Anand says Canada is sending four of its Leopard 2 battle tanks to Ukraine. Here is what you need to know. https://tgam.ca/3Y2aBMo via 
@leeberthiaume",defence minister anita anand say canada sending four leopard battle tank ukraine need know via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Judge orders Ottawa to help repatriate four men held in Syrian camps https://bit.ly/3kuKizR via 
@JimBronskill",judge order ottawa help repatriate four men held syrian camp via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Feds opt to focus on making access-to-info law work better amid calls for reforms https://bit.ly/3vcgp9O via 
@JimBronskill",fed opt focus making access info law work better amid call reform via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Pierre Poilievre thinks he can win over new Canadians. Here’s how he plans to do it. https://bit.ly/3Yys00d via 
@StephTaylorCP",pierre poilievre think win new canadian plan via,positive
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Parliamentary study says government should explain new extreme intoxication law https://bit.ly/3HuFAvu via 
@DCFraser",parliamentary study say government explain new extreme intoxication law via,negative
"The Canadian Press Politics
@CdnPressPoli",2023-10-12T12:32:03.000Z,"Families Minister Karina Gould is expected to introduce legislation today to strengthen child care in Canada, which is likely to include an effort to secure a long-term role for Ottawa in the new national daycare system.",family minister karina gould expected introduce legislation today strengthen child care canada likely include effort secure long term role ottawa new national daycare system,positive
"Globe Politics
@globepolitics",2024-07-01T11:07:34.000Z,How attitudes to immigration have evolved in The Globe through the generations,attitude immigration evolved globe generation,positive
"Globe Politics
@globepolitics",2024-07-01T11:07:34.000Z,AFN National Chief says Trudeau should officially apologize for First Nations child welfare within next year,afn national chief say trudeau officially apologize first nation child welfare within next year,negative
"Globe Politics
@globepolitics",2024-07-01T11:07:34.000Z,Justice Hogue to examine allegations of parliamentarians colluding with foreign states,justice hogue examine allegation parliamentarian colluding foreign state,negative
"Globe Politics
@globepolitics",2024-07-01T11:07:34.000Z,"Migrants using Canada’s border to illegally enter U.S. is concerning, says Immigration minister",migrant using canada border illegally enter u concerning say immigration minister,negative
"Globe Politics
@globepolitics",2024-07-01T11:07:34.000Z,Edmonton Oilers fever brings MPs together in Ottawa,edmonton oiler fever brings mp together ottawa,positive
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,"Don’t rush committee study of foreign interference bill, civil society groups urge",rush committee study foreign interference bill civil society group urge,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,"Elected leaders should read Supreme Court decisions before speaking, says chief justice",elected leader read supreme court decision speaking say chief justice,positive
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,"In Toronto-St Paul’s, times and politics are changing",toronto st paul time politics changing,positive
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,"Poilievre criticizes Toronto, Ottawa for raising development fees as he defends his housing bill",poilievre criticizes toronto ottawa raising development fee defends housing bill,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,Trudeau cabinet withholding documents on foreign interference from inquiry,trudeau cabinet withholding document foreign interference inquiry,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,Opinion:  The Liberals lob their last-minute weapon 17 months from an election http://dlvr.it/T77YzS,opinion liberal lob last minute weapon month election,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,New report echoes call for Canada to ban TikTok over foreign interference concerns,new report echo call canada ban tiktok foreign interference concern,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,Refugees ecstatic over golden opportunity to live in Canada,refugee ecstatic golden opportunity live canada,positive
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,"Foreign interference a ‘stain’ on Canada’s electoral system, Hogue inquiry concludes",foreign interference stain canada electoral system hogue inquiry concludes,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,MPs from all parties urge government to set up foreign agent registry,mp party urge government set foreign agent registry,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,"Politics Briefing: Federal, Ontario governments commit up to $5-billion to Honda EV plant",politics briefing federal ontario government commit billion honda ev plant,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,Singh noncommittal on keeping scheduled increases to Liberals’ carbon price in place,singh noncommittal keeping scheduled increase liberal carbon price place,negative
"Globe Politics
@globepolitics",2024-06-20T21:21:05.000Z,Labour leader says Poilievre is an adversary of unionized workers,labour leader say poilievre adversary unionized worker,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Disability benefit launched with $6.1-billion of funding,disability benefit launched billion funding,positive
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Canada’s top soldier touts renewed Arctic strategy amid China and Russia’s push to deepen ties,canada top soldier tout renewed arctic strategy amid china russia push deepen tie,positive
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Ottawa accused of failing to crack down on unethical immigration consultants,ottawa accused failing crack unethical immigration consultant,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Ex-British PM Boris Johnson challenges Conservatives to embrace green tactics at Ottawa conference,ex british pm boris johnson challenge conservative embrace green tactic ottawa conference,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Defence policy update falls short of NATO 2% spending target,defence policy update fall short nato spending target,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Human rights lawyers complain about late filing on documents at foreign interference commission,human right lawyer complain late filing document foreign interference commission,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Former Conservative leader says China foreign interference cost party up to nine seats in 2021 election,former conservative leader say china foreign interference cost party nine seat election,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Chief Electoral Officer acknowledges he lacks authority to properly investigate foreign interference allegations,chief electoral officer acknowledges lack authority properly investigate foreign interference allegation,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,High price tag of equipment driving delays in defence policy update,high price tag equipment driving delay defence policy update,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Politics Briefing: Ottawa aims to set temporary-resident targets for the first time this fall,politics briefing ottawa aim set temporary resident target first time fall,negative
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,NDP makes substantial changes to Palestinian statehood motion after Liberal pressure,ndp make substantial change palestinian statehood motion liberal pressure,positive
"Globe Politics
@globepolitics",2024-06-18T01:09:34.000Z,Politics Briefing: GCStrategies partner rejects Auditor-General’s findings on ArriveCan billing despite not reading her report,politics briefing gcstrategies partner reject auditor general finding arrivecan billing despite reading report,negative
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Great to sit down with our new Minister for Finance, 
@jackfchambers
, today as he gets settled into his new office and new role. I look very much forward to a close and fruitful working relationship in the time ahead",great sit new minister finance today get settled new office new role look much forward close fruitful working relationship time ahead,positive
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Spoke to 
@Dunphy_Official
 recently for The Stand podcast about the electoral outcomes, political ideology and the rise of the far right, migration and our next electoral contest. Always a great discussion with Eamon. Have a listen  https://open.spotify.com/episode/75vbBG60UUbDNHZh0z0C0j?si=iGYGD3SuRv2DLBW-Q5JMCw…",spoke recently stand podcast electoral outcome political ideology rise far right migration next electoral contest always great discussion eamon listen,positive
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Great to catch up w/ my good friend & colleague, 
@carlos_cuerpo
, Spain’s Economic & Trade Minister, in Madrid. Good discussion on our #Eurogroup work, the situation in Ukraine & the outcome of the recent #G7 meeting in Italy. Lovely surprise to see 
@NadiaCalvino
 there too",great catch w good friend colleague spain economic trade minister madrid good discussion work situation ukraine outcome recent meeting italy lovely surprise see,positive
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Strong interview by 
@JohnMullinsFG
 on 
@TodaywithClaire
 discussing the issues relating to agriculture, energy, climate & migration that are important to the people of Ireland South. John is a great candidate for 
@FineGael
 and would provide strong representation for  in ",strong interview discussing issue relating agriculture energy climate migration important people ireland south john great candidate would provide strong representation,positive
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Starting the day in Brussels with an important discussion with European social partners on #competitiveness, #innovation and #productivity. The #euroarea #labourmarket has been a real source of strength so it was very timely and insightful to hear their perspectives. #MEDPOL",starting day brussels important discussion european social partner real source strength timely insightful hear perspective,positive
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Was out around Oxmanstown Rd w/ 
@FineGael
 Cllr 
@RayMcAdam
 this morning. Ray couldn’t be working harder but this is his natural pace - go, go, go! He gets such a warm welcome from constituents because they know him so well & his record speaks for itself.",around oxmanstown rd w cllr morning ray working harder natural pace go go go get warm welcome constituent know well record speaks,positive
"Paschal Donohoe
@Paschald",2024-06-28T09:41:46.000Z,"Busy day y'day in Vilnius but I was so pleased w/the decision of Public Service Committee of 
@irishcongress
 to accept the new Public Service Pay Agreement. It recognises the hard work & dedication of public servants & vital role they play in our society https://paschaldonohoe.ie/minister-donohoe-welcomes-ictu-endorsement-of-pay-deal/…",busy day day vilnius pleased w decision public service committee accept new public service pay agreement recognises hard work dedication public servant vital role play society,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"An excellent start of my visit to Bulgaria meeting the Prime Minister Nikolay Denkov, the Deputy Prime Minister 
@GabrielMariya
 and the Finance Minister 
@AssenVassilevBG
. An opportunity to recognise the important progress as we look towards Bulgaria joining the  soon. ",excellent start visit bulgaria meeting prime minister nikolay denkov deputy prime minister finance minister opportunity recognise important progress look towards bulgaria joining soon,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"Great to launch the 
@NationalLottery
 #GoodCausesAwards. Such a worthwhile initiative honouring all those who give their time to improve the lives & reduce the suffering of others. Great also to meet 
@BrendanCourtney
 & to see that we were both suitably dressed for the weather",great launch worthwhile initiative honouring give time improve life reduce suffering others great also meet see suitably dressed weather,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"Excellent news on the political agreement reached on the reform of the EU’s economic governance framework.

This is key for the stability and resilience of the #euroarea and will facilitate sustainable investment and growth in the EU. 

  
@EU2024BE
 @Europarl_EN
 @EU_Commission",excellent news political agreement reached reform eu economic governance framework key stability resilience facilitate sustainable investment growth eu,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"My key messages on strengthening European #capitalmarkets at today’s 
@wef
 panel on ‘Uniting Europe’s Markets’
1/4",key message strengthening european today panel uniting europe market,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"A heart-warming morning w/
@1Hildegarde
 in Dublin’s North East Inner City for the launch of the Healthy Communities Project Report. A wonderful initiative that is making a real difference to the quality of people’s lives in Dublin Central 
@dublincitycomm1
 @TASCblog
 @HSELive",heart warming morning w dublin north east inner city launch healthy community project report wonderful initiative making real difference quality people life dublin central,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"Today we saw further evidence of Sinn Féin being irresponsible. 

And seeking to cause division when we should be standing united against the thugs and criminals.",today saw evidence sinn féin irresponsible seeking cause division standing united thug criminal,negative
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"Find out how #Budget2024 will put money back in your pocket using our online calculator. 

http://finegael.ie/budget2024",find put money back pocket using online calculator,negative
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,Fantastic day as sod turned on the old Rutland St School. The impact this restored building will have on the community as a space to come together/to learn/to grow will be immense. A building of real architectural significance with a fantastic future ahead https://paschaldonohoe.ie/sod-turning-to-mark-refurbishment-of-former-rutland-street-school-rutland-street-dublin-1/…,fantastic day sod turned old rutland st school impact restored building community space come together learn grow immense building real architectural significance fantastic future ahead,positive
"Paschal Donohoe
@Paschald",2024-06-19T09:08:39.000Z,"The Public Service Transformation Conference is an opportunity to celebrate and showcase innovation in the Public Service, to learn from each other and to identify opportunities to collaborate and work together to deliver world-class public services in ",public service transformation conference opportunity celebrate showcase innovation public service learn identify opportunity collaborate work together deliver world class public service,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Coming up shortly, 
@Paschald
 will be on 
@lstwrd
 with Matt Cooper, tune in from 5.20pm today #Budget2024 ",coming shortly matt cooper tune pm today,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Minister 
@Paschald
 announces a €300 lump sum payment for Fuel Allowance recipients under #Budget2024",minister announces lump sum payment fuel allowance recipient,negative
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Very worthwhile & important civil service policy initiative to further support those dealing with domestic violence & abuse. This underscores our commitment to staff impacted by this issue. Great to have input from & collaboration w/ 
@Womens_Aid
 & to meet everyone this morning",worthwhile important civil service policy initiative support dealing domestic violence abuse underscore commitment staff impacted issue great input collaboration w meet everyone morning,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"We are expanding free GP care on a means-tested basis.

Over two phases, 430,000 people aged between 8 and 69, who currently pay out of pocket to see a GP, can apply for a GP visit card.",expanding free gp care mean tested basis two phase people aged currently pay pocket see gp apply gp visit card,negative
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Fantastic to open the redevelopment of Diamond Park this morning. Improving the physical landscape of the North East Inner City has been a key objective of the NEIC Initiative, &, working together w/ 
@DubCityCouncil
, the reopening today is a major milestone in that ambition.",fantastic open redevelopment diamond park morning improving physical landscape north east inner city key objective neic initiative working together w reopening today major milestone ambition,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,Everything from Harry Kane to centrist dads.,everything harry kane centrist dad,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"A great opportunity to catch up with 
@eucopresident
 and introduce him to the inspiring 
@TheSineadBurke
 at #REAix 
@Cercle_eco",great opportunity catch introduce inspiring,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,‘…the sort of novel that becomes a friend for life’,sort novel becomes friend life,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Congrats to 
@harrymcgee
 on the publication of his book ‘The Murderer and the Taoiseach’. A great achievement. Looking forward to a good read",congrats publication book murderer taoiseach great achievement looking forward good read,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Another great review, another Franzen comparison - The Bee Sting by Paul Murray review — the undoing of an Irish family",another great review another franzen comparison bee sting paul murray review undoing irish family,positive
"Paschal Donohoe
@Paschald",2024-05-30T16:38:28.000Z,"Out to the 
@TheRDS
 to address the Anti Money Laundering (AML) Intelligence EU Summer Summit this afternoon. Important event bringing the world of banking, law enforcement and regulation together https://tinyurl.com/56zu7yjf",address anti money laundering aml intelligence eu summer summit afternoon important event bringing world banking law enforcement regulation together,positive
"Paschal Donohoe
@Paschald",2024-05-17T11:39:08.000Z,"With 
@Lagarde
 and 
@PaoloGentiloni
 representing the European Union  at the #G7 Finance Ministers and Central Bank Governors meeting in Niigata.
#G7Niigata",representing european union finance minister central bank governor meeting niigata,positive
"Paschal Donohoe
@Paschald",2024-05-17T11:39:08.000Z,A very good #Eurogroup discussion today focusing on #BankingUnion and related developments.,good discussion today focusing related development,positive
"Paschal Donohoe
@Paschald",2024-05-17T11:39:08.000Z,"A pleasure to talk to 
@mariatad
 on 
@BloombergTV
 this morning at the margins of the #SpringMeetings. An opportunity to comment on the growth forecasts coming out from the IMF and the ongoing work of the #Eurogroup.",pleasure talk morning margin opportunity comment growth forecast coming imf ongoing work,positive
"Helen McEntee TD
@HMcEntee",2024-06-26T14:04:58.000Z,"Our CEO Barbara Condon attending the An Garda Síochána Sanra Marta Leadership Summit in Cork alongside Minister for Justice 
@HMcEntee
 and MEP 
@FitzgeraldFrncs
. We welcome Helen McEntee's continuing commitment to combatting human trafficking and sexual exploitation.",ceo barbara condon attending garda síochána sanra marta leadership summit cork alongside minister justice mep welcome helen mcentee continuing commitment combatting human trafficking sexual exploitation,positive
"Helen McEntee TD
@HMcEntee",2024-06-26T14:04:58.000Z,"The polls are open! 

You have until 10pm to vote. All you need is a valid photo I.D, but bring your polling card if you have it. 

Vote No.1 Fine Gael in the Local, European and Limerick Mayoral Elections.",poll open pm vote need valid photo bring polling card vote fine gael local european limerick mayoral election,negative
"Helen McEntee TD
@HMcEntee",2024-06-26T14:04:58.000Z,"Another important milestone today as the board of Cuan, our new statutory agency dedicated to tackling domestic, sexual & gender based violence, met for the first time. #ZeroTolerance 

 - https://gov.ie/en/press-release/b33e6-minister-mcentee-welcomes-the-board-of-cuan-as-they-convene-for-their-first-meeting/…",another important milestone today board cuan new statutory agency dedicated tackling domestic sexual gender based violence met first time,positive
"Helen McEntee TD
@HMcEntee",2024-06-26T14:04:58.000Z,Good to engage with our new Taoiseach and the Garda Commissioner today.,good engage new taoiseach garda commissioner today,positive
"Helen McEntee TD
@HMcEntee",2024-06-26T14:04:58.000Z,"As part of her #SPD programme, Minister 
@HMcEntee
 launched 
@AmericanChamber
’s 2024 US Business report in NYC. Ireland shines as 9th largest source of FDI to the US, with 500 Irish companies employing nearly 100,000 people nationwide. 

Read it here: https://shorturl.at/szAP5",part programme minister launched u business report nyc ireland shine th largest source fdi u irish company employing nearly people nationwide read,positive
"Helen McEntee TD
@HMcEntee",2024-06-26T14:04:58.000Z," @HMcEntee
 & 
@JamesBrowneTD
 receive Cabinet approval to draft legislation to allow Gardaí swift access to digital criminal evidence

 Modernised legislative basis for Gardaí to seize potential digital evidence, subject to privacy safeguards
https://gov.ie/en/press-release/81d45-ministers-mcentee-and-browne-receive-approval-to-draft-legislation-to-allow-gardai-swift-access-to-digital-criminal-evidence/…",receive cabinet approval draft legislation allow gardaí swift access digital criminal evidence modernised legislative basis gardaí seize potential digital evidence subject privacy safeguard,negative
"Helen McEntee TD
@HMcEntee",2024-06-07T06:00:49.000Z,"Fine Gael is committed to building stronger, safer communities right across the country.

That's why we have established a new agency, Cuan, to tackle and reduce domestic, sexual, and gender-based violence. #ZeroTolerance",fine gael committed building stronger safer community right across country established new agency cuan tackle reduce domestic sexual gender based violence,positive
"Helen McEntee TD
@HMcEntee",2024-06-07T06:00:49.000Z,"This week 30 Gardaí in Limerick, supported by the Armed Support Unit, used our new legislation to search and seize 44 scrambler bikes and other vehicles and make a number of arrests.  

I know these new powers for Gardaí will help us build stronger, safer communities.",week gardaí limerick supported armed support unit used new legislation search seize scrambler bike vehicle make number arrest know new power gardaí help u build stronger safer community,negative
"Helen McEntee TD
@HMcEntee",2024-06-07T06:00:49.000Z,"Congratulations to 
@gardainfo
 @defenceforces
 @RevenueIE
 and partners on the brave and significant seizure today. 

The operation, which Commissioner Harris and A/C Kelly briefed me on yesterday, again shows the importance of international co-operation in tackling drugs gangs.",congratulation partner brave significant seizure today operation commissioner harris c kelly briefed yesterday show importance international co operation tackling drug gang,positive
"Helen McEntee TD
@HMcEntee",2024-06-07T06:00:49.000Z," Minister 
@HMcEntee
 launches the 2023 campaign for the role of Recruit Prison Officer.

The competition is being run by 
@Publicjobsie
 on behalf 
@IrishPrisons
 and will recruit up to 250 Recruit Prison Officers in 2023 and a further 300 in 2024.

 https://gov.ie/en/press-release/4a6f7-minister-mcentee-launches-the-2023-campaign-for-the-position-of-recruit-prison-officer-in-the-irish-prison-service/…",minister launch campaign role recruit prison officer competition run behalf recruit recruit prison officer,negative
"Helen McEntee TD
@HMcEntee",2024-06-07T06:00:49.000Z,"   The suspension on the operation of the Council of Europe Agreement on the Abolition of Visas for Refugees has been extended, and is to be reviewed in 12 months.

  Read more here: 

https://gov.ie/en/press-release/0b410-visa-free-travel-for-people-with-refugee-status-further-suspended/…",suspension operation council europe agreement abolition visa refugee extended reviewed month read,negative
